 fetch_ts_utc,timestamp_utc,timestamp_local,MMSI,NAME,CALLSIGN,IMO,TYPE,LATITUDE,LONGITUDE,SOG,COG,HEADING,ROT,NAVSTAT,A,B,C,D,DRAUGHT,DEST,ETA
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.748726+00:00,2025-12-29T15:46:18.748726+01:00,235106183,OFFSHORE WADDENZEE,2HSC3,9755828,40,52.97254,5.28702,0.1,153,323,0,0,8,11,4,4,1.8,WPF-BZD,12-29 08:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.749218+00:00,2025-12-29T15:46:18.749218+01:00,244700117,AVANTI,PD9489,0,79,51.91056,4.58142,0,1,142,0,0,67,13,2,7,0,,07-15 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.749711+00:00,2025-12-29T15:46:18.749711+01:00,244965869,VITO NOVA,PB3661,0,36,52.70409,5.29633,0,360,511,128,15,0,0,0,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.750199+00:00,2025-12-29T15:46:18.750199+01:00,211666720,WINDEA THREE,DHNV2,9759501,40,53.56135,6.74773,0.3,5.8,276,0,5,18,8,3,7,2.2,DEBMK <=>OWP TWB1+2,12-26 18:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.750691+00:00,2025-12-29T15:46:18.750691+01:00,244690925,BURGZAND,PD6109,0,99,51.81252,5.13416,0,360,511,128,5,59,8,3,6,0,GAS EROP,11-20 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.751182+00:00,2025-12-29T15:46:18.751182+01:00,244058983,MARIE LOUISE,PF9006,0,37,53.199,5.78811,0,360,511,128,15,27,3,1,4,0.1,LAUWERSOOG,07-25 12:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.751677+00:00,2025-12-29T15:46:18.751677+01:00,244815000,TX1 KLASINA J,PCCV,9152650,30,52.4593,4.59341,0,131.1,121,0,7,26,16,3,5,5.8,NL-IJM,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.752160+00:00,2025-12-29T15:46:18.752160+01:00,244150247,HARMONIE,PB8376,0,99,51.33271,3.82522,0,360,511,128,0,8,7,3,2,0,,01-01 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.752833+00:00,2025-12-29T15:46:18.752833+01:00,244740762,MUTARE,PE3556,0,0,51.89467,4.68572,0,360,511,128,5,53,10,4,4,2,GROOT AMMERS,12-19 08:40
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.753333+00:00,2025-12-29T15:46:18.753333+01:00,205376090,STOLT DONAU,OT3760,0,80,51.69727,4.45662,10.7,103.5,511,128,0,100,10,6,8,1.5,ROTTERDAM 1E PETROHA,12-29 17:42
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.753873+00:00,2025-12-29T15:46:18.753873+01:00,244710522,AMSTELPLUS,PH9115,0,99,52.38391,4.94582,0,360,511,128,0,19,8,2,3,0,NAAR DE KLANT :-D,03-09 18:57
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.754402+00:00,2025-12-29T15:46:18.754402+01:00,249239000,WILHELMINE,9HA4165,9539080,71,51.46153,3.68169,0,7.5,181,0,5,115,37,5,19,5.1,VLISSINGEN,12-24 10:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.754907+00:00,2025-12-29T15:46:18.754907+01:00,244002975,TINIE,PE2912,0,36,53.36512,5.22564,0,360,511,128,15,9,0,0,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.755457+00:00,2025-12-29T15:46:18.755457+01:00,205410790,EMBARGO,OT4107,0,70,51.25652,4.39774,0,360,511,128,5,64,12,3,4,0,ANTWERPEN,09-02 17:16
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.756030+00:00,2025-12-29T15:46:18.756030+01:00,244012721,MULTRATUG 8,PC7654,0,52,51.33932,3.81635,0.1,0,511,128,5,7,21,4,5,0,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.756569+00:00,2025-12-29T15:46:18.756569+01:00,244740384,ZEELEEUW,PE7147,0,0,53.1811,5.52005,0,346.6,511,128,0,75,15,6,3,2,FRANEKER,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.757117+00:00,2025-12-29T15:46:18.757117+01:00,244130927,ZILVERSTAD,PE7445,0,69,51.94071,4.85391,0.6,182.6,91,0,0,23,22,13,2,0,SCHOONHOVEN/GELKENE,08-08 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.757660+00:00,2025-12-29T15:46:18.757660+01:00,246899000,A2B LEADER,PDVC,9113733,70,51.89436,4.24092,0.8,195.7,271,127,5,90,10,9,9,4.8,GBTEE,12-30 17:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.758187+00:00,2025-12-29T15:46:18.758187+01:00,244010504,CARON,PI3629,0,70,51.91162,5.44698,0,193.8,324,0,5,120,15,9,3,0,VAN A NAAR B,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.758682+00:00,2025-12-29T15:46:18.758682+01:00,311027600,PEARY SPIRIT,C6YM3,9466130,80,51.91799,4.2103,0,8.8,359,0,5,199,50,24,20,13.1,NLRTM,12-27 23:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.759179+00:00,2025-12-29T15:46:18.759179+01:00,244924278,HARLINGEN-48,PB9896,0,37,51.98944,6.04979,0.1,360,511,128,15,12,6,2,2,1.3,,01-28 23:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.759689+00:00,2025-12-29T15:46:18.759689+01:00,244740655,RWS 60,PD8316,0,99,52.04489,5.10166,0,360,511,128,5,9,14,4,2,1.5,BAHAMAS,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.760177+00:00,2025-12-29T15:46:18.760177+01:00,370048000,GLOMAR ADVANCE,HO-5178,8205814,51,52.95007,4.78699,0,188.5,312,0,5,28,14,5,4,5.1,DEN HELDER,12-24 10:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.760675+00:00,2025-12-29T15:46:18.760675+01:00,244820532,WIJNAND-H,PI8295,0,79,51.89748,4.48251,0,341.2,511,128,5,55,0,3,3,1,BERGAMBACHT,10-26 11:50
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.761156+00:00,2025-12-29T15:46:18.761156+01:00,246068000,UK246 CONCORDIA,PDLQ,9055034,30,53.18138,5.41783,0,166.7,292,0,7,30,10,2,6,5,FISHING GROUNDS,03-22 14:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.761668+00:00,2025-12-29T15:46:18.761668+01:00,211572460,A ROSA SILVA,DD7467,0,99,51.22392,4.39687,0,360,511,128,5,135,0,0,12,1.7,AMSTERDAM,12-31 08:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.762215+00:00,2025-12-29T15:46:18.762215+01:00,244092220,CARMEN 1,PI5431,0,69,51.84975,5.85215,0.1,182.6,511,128,5,26,84,4,8,1.6,SPEYER,09-11 14:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.762766+00:00,2025-12-29T15:46:18.762766+01:00,244630092,SERENA,PC7916,0,69,51.97137,5.91993,0,41.1,113,0,5,7,83,7,4,1.6,WEURT,12-08 12:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.763318+00:00,2025-12-29T15:46:18.763318+01:00,259936000,STAV VIKING,LAGZ7,9401556,80,52.57965,3.25809,13.1,179.6,177,12,0,112,32,12,11,6.7,NL AMS,12-29 19:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.763884+00:00,2025-12-29T15:46:18.763884+01:00,244870678,SILVER CLOUD,PB8757,0,69,52.13063,5.05008,0,0,511,128,15,4,21,4,1,0.2,VECHT MAARSEN,09-04 15:57
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.764392+00:00,2025-12-29T15:46:18.764392+01:00,245180000,OSTBORG,PBAW,9196216,70,51.79788,3.22361,3.7,354.3,6,0,0,76,13,9,4,3.6,NLVLI,12-29 13:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.764961+00:00,2025-12-29T15:46:18.764961+01:00,244995397,ALLEGRO,PH4539,0,79,51.4542,6.78638,0,278.4,511,128,5,122,13,2,10,2.8,SCHLEUSE DUISBURGMEI,12-28 19:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.765465+00:00,2025-12-29T15:46:18.765465+01:00,244150000,KNRM-PAULINE,PBFO,0,51,52.84184,5.71401,0,327.6,239,-4,5,8,3,3,1,0,SAR OPS,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.765965+00:00,2025-12-29T15:46:18.765965+01:00,244660757,BOBBY,PG3426,0,31,51.87972,4.2741,0,360,511,128,5,8,15,3,3,0,ROTTERDAM,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.766722+00:00,2025-12-29T15:46:18.766722+01:00,244272176,BO JAZZMIN,PC7950,0,79,51.70795,4.62257,0,0,511,128,15,20,6,2,5,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.767318+00:00,2025-12-29T15:46:18.767318+01:00,205388290,AD FUNDUM,OT3882,0,70,51.27762,4.35071,0,294.2,511,128,5,97,13,7,5,0,ANTWERPEN,12-10 13:15
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.767909+00:00,2025-12-29T15:46:18.767909+01:00,205475000,VB JADE,ORNK,9365142,52,51.44934,3.5979,0,351.6,170,0,0,11,15,6,6,5.5,HARBOUR TOWAGE,06-20 05:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.768462+00:00,2025-12-29T15:46:18.768462+01:00,205578190,SCHUBERT,OT5781,0,80,51.941,4.16126,0,177.6,1,0,0,119,17,3,13,2.3,ROTTERDAM 4E  PETROH,12-28 21:28
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.769031+00:00,2025-12-29T15:46:18.769031+01:00,245316000,UK145TEUNIS VAN ATJE,PCUY,9250115,30,52.45965,4.58911,0,163,122,0,7,17,10,4,4,4.1,FISHINGROND FLYSHOOT,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.769564+00:00,2025-12-29T15:46:18.769564+01:00,235073592,WINDCAT 18,2CKP3,0,40,52.45828,4.59284,0,0,511,6,0,9,9,3,3,2,IJMUIDEN,11-13 17:15
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.770086+00:00,2025-12-29T15:46:18.770086+01:00,205365700,PRESTO,OT3657,0,79,51.395,3.2806,6.5,80.2,511,128,0,72,11,4,8,2.6,VLISSINGEN,12-29 16:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.770607+00:00,2025-12-29T15:46:18.770607+01:00,218041250,BIRGIT DEYMANN,PH6967,0,80,51.26248,4.32837,0,360,511,128,5,71,15,4,7,2.5,BOSSUIT  VARO,12-30 08:15
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.771178+00:00,2025-12-29T15:46:18.771178+01:00,211471210,HERA,DH5632,0,80,50.98128,6.97144,1.2,10.8,511,128,0,100,0,0,10,2.2,KARLSRUHE  MIRO,12-30 08:16
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.771725+00:00,2025-12-29T15:46:18.771725+01:00,244830774,RES NOVA,PI8763,0,0,51.34961,6.65763,5.6,292.9,511,128,0,45,12,2,5,0,LOCHEM,02-01 18:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.772218+00:00,2025-12-29T15:46:18.772218+01:00,245207000,RWS 71,PC9686,9479113,55,51.80072,4.63985,0.2,347,202,0,0,11,13,3,3,0,DORDRECHT,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.772718+00:00,2025-12-29T15:46:18.772718+01:00,244780751,DE TITAAN,PA3505,0,69,52.35367,5.00551,0.1,231.1,511,128,0,25,0,3,3,1.1,IJBURG,11-06 12:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.773228+00:00,2025-12-29T15:46:18.773228+01:00,244710637,VOLENDAM,PH3293,0,69,52.47127,5.08727,5,5.5,511,128,15,0,0,0,0,1.4,VOLENDAM,00-00 00:15
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.773720+00:00,2025-12-29T15:46:18.773720+01:00,211665580,WSP 2,DC2134,0,99,51.21718,6.75644,0,13.2,112,0,5,11,7,3,5,0,DUESSELDORF,12-31 23:59
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.774216+00:00,2025-12-29T15:46:18.774216+01:00,205537690,AMBER,OT5376,0,79,51.26336,4.27433,0,360,511,128,0,0,0,0,0,0,BRUSSEL,07-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.774708+00:00,2025-12-29T15:46:18.774708+01:00,244850336,SEESTERN,PA4089,0,60,53.05503,5.38073,0,343.5,511,128,5,5,19,2,3,1.4,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.775211+00:00,2025-12-29T15:46:18.775211+01:00,244620965,H2BARGE1,PI3011,0,79,51.30444,4.3238,5.5,335.4,511,128,0,93,17,7,5,1.8,AMAZONEHAVEN,10-18 20:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.775682+00:00,2025-12-29T15:46:18.775682+01:00,244001086,REGINE,PF4558,0,99,52.14088,4.54319,0,360,511,5,5,17,5,3,4,1.6,ZOETERWOUDE,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.776172+00:00,2025-12-29T15:46:18.776172+01:00,244650667,BOREAS,PD3771,0,69,52.4003,4.89831,0,360,511,128,8,21,3,0,5,1,HARNS _-:,11-14 15:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.776670+00:00,2025-12-29T15:46:18.776670+01:00,244670965,BOEKANIER,PD7471,0,69,53.17305,5.41,0.1,30.9,511,128,15,30,3,1,5,0.2,MAKKUM,05-07 23:59
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.777179+00:00,2025-12-29T15:46:18.777179+01:00,205427190,DW 1,OT4271,0,79,51.25534,4.40548,0.7,49.5,511,128,0,21,4,2,4,0.7,00,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.777718+00:00,2025-12-29T15:46:18.777718+01:00,211471970,FIDUCIA,DC7113,0,20,52.79426,7.24897,0,360,511,128,5,79,7,2,7,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.778208+00:00,2025-12-29T15:46:18.778208+01:00,211499520,LENA,DC7396,0,79,52.3644,5.63156,0,336.9,314,0,0,70,15,6,3,2.3,OL,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.778739+00:00,2025-12-29T15:46:18.778739+01:00,205435990,VERANO,OT4359,0,80,51.91568,4.21121,0,360,511,128,5,110,15,5,6,0,7E PETROLEUMHAVEN CA,09-19 11:08
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.779246+00:00,2025-12-29T15:46:18.779246+01:00,244700802,SANSTOARM,PD7355,0,79,52.88685,5.35796,0,360,511,128,0,62,0,0,7,0,HEEG:....,07-27 19:11
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.779820+00:00,2025-12-29T15:46:18.779820+01:00,205823130,SH 001,OP 8231,0,37,51.24015,4.40465,0,360,511,128,15,4,2,1,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.780387+00:00,2025-12-29T15:46:18.780387+01:00,244650102,GULF MAX,PB2709,0,99,53.44502,6.82059,0,360,511,128,5,26,9,4,4,2.4,EH DZ EMD,12-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.780868+00:00,2025-12-29T15:46:18.780868+01:00,244086070,ALEXANDRA,PH6070,0,37,52.88542,5.40664,0,360,511,128,5,14,4,5,1,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.781370+00:00,2025-12-29T15:46:18.781370+01:00,244001428,KRVE 82,PB4508,0,99,51.89931,4.43144,0,360,511,128,0,5,6,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.781882+00:00,2025-12-29T15:46:18.781882+01:00,244620511,MERCURIUS,PF2007,0,79,51.89576,4.42341,0,360,511,128,5,76,10,5,7,0,,10-22 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.782363+00:00,2025-12-29T15:46:18.782363+01:00,244670138,PAKE,PF5393,0,90,52.51551,6.05931,0,337.3,511,128,0,68,0,4,5,0,DEVENTER,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.782876+00:00,2025-12-29T15:46:18.782876+01:00,244780637,PIETER,PG5164,0,69,52.3717,4.88688,2.5,3,511,128,0,3,15,1,3,0,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.783370+00:00,2025-12-29T15:46:18.783370+01:00,246683000,DANCING WATER,PBYJ,9065807,52,52.65948,5.59681,0,233.6,87,0,0,6,13,3,3,2.9,URK,08-19 08:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.783883+00:00,2025-12-29T15:46:18.783883+01:00,244660046,DREAMCATCHER,PH8924,0,99,52.52161,6.07591,0,53.2,511,128,5,100,10,5,7,2.5,GENEMUIDEN,12-20 13:58
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.784376+00:00,2025-12-29T15:46:18.784376+01:00,205544000,MINERAL KEVIN,ONQL,9683271,70,51.93648,4.04896,0,162.8,250,0,5,251,41,26,19,14.1,US BAL>NL RTM,12-27 19:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.784907+00:00,2025-12-29T15:46:18.784907+01:00,246414000,EEMS WARRIOR,PEXT,9213674,52,51.90595,4.43203,0,180.2,235,0,5,10,25,4,5,4.1,NLRTM,12-17 12:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.785370+00:00,2025-12-29T15:46:18.785370+01:00,205278090,SAFFIER,OT2780,0,79,51.23866,4.45846,0,91,511,128,5,57,10,5,3,0,MERKSEM,12-19 16:38
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.785901+00:00,2025-12-29T15:46:18.785901+01:00,244112000,SC ROOS,PCXP,0,53,52.44998,4.2553,22.6,266.2,511,128,5,15,2,2,2,1.7,IJMUIDEN,10-18 13:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.786393+00:00,2025-12-29T15:46:18.786393+01:00,244730595,PANDORA,PF9092,0,79,51.82041,4.76716,0,360,299,0,5,70,15,2,7,2.5,MEIDERICH,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.786905+00:00,2025-12-29T15:46:18.786905+01:00,244013189,HORIZON,PF5318,0,79,51.91336,4.57799,0,360,511,128,0,49,6,2,6,1,KRIMPEN,09-22 07:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.787453+00:00,2025-12-29T15:46:18.787453+01:00,6925141,JOANN,PB8475.,0,56,53.17764,5.48873,0,0,511,128,1,255,239,63,47,1.5,WATER [PRIVE]NL,01-19 03:16
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.788033+00:00,2025-12-29T15:46:18.788033+01:00,235068963,EMMY SCHULTE,2BSM9,9394519,82,51.94933,4.15942,7.3,309.6,309,0,0,120,24,10,13,5.6,ANTWERP,12-29 19:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.788543+00:00,2025-12-29T15:46:18.788543+01:00,244020848,HELIOS,PC9583,0,36,51.55334,3.81147,0.5,185.8,511,128,15,10,1,1,3,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.789085+00:00,2025-12-29T15:46:18.789085+01:00,244170183,VERWISSELING,PD3837,0,37,53.21928,6.55036,0,360,511,128,5,22,1,4,1,0.8,GRONINGEN,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.789652+00:00,2025-12-29T15:46:18.789652+01:00,244722317,MESSINA,PE6076,0,89,51.90163,4.36375,0,360,270,0,2,123,12,7,5,3.1,VLAARDINGEN  VOPAK T,12-29 01:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.790197+00:00,2025-12-29T15:46:18.790197+01:00,244070991,COMIENZO,PE5218,0,70,51.95764,4.01245,0,355.9,511,128,5,120,15,8,7,2,ROTTERDAM,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.790695+00:00,2025-12-29T15:46:18.790695+01:00,244087627,MABEL,PI5013,0,80,51.90091,4.36304,0,360,511,128,15,100,10,3,9,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.791188+00:00,2025-12-29T15:46:18.791188+01:00,244024802,PHIRON,PC8338,0,79,51.09027,4.34258,0,360,511,128,5,67,8,4,5,2.6,DEN BOSCH,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.791696+00:00,2025-12-29T15:46:18.791696+01:00,205304000,MOULES FRITES,ORVA,0,99,51.1363,2.74558,0,346,320,-3,5,7,17,3,3,1.6,NIEUWPOORT,05-22 21:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.792175+00:00,2025-12-29T15:46:18.792175+01:00,211668360,REISE RIESE PRESTIGE,DC6074,0,69,51.89732,5.60372,0,172.2,511,128,5,20,90,3,8,1.6,MAINZ,12-17 07:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.792669+00:00,2025-12-29T15:46:18.792669+01:00,244730353,HALLE,PB7969,0,37,52.16739,5.37181,0,0,511,128,5,8,20,3,3,0.2,,10-15 13:58
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.793153+00:00,2025-12-29T15:46:18.793153+01:00,244750085,POOLSTER,PF7996,0,66,53.36122,5.21826,0,313.2,511,128,15,32,4,3,3,0,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.793645+00:00,2025-12-29T15:46:18.793645+01:00,244001028,SAMENZA,PE8417,0,80,51.82079,4.90377,0,360,511,128,5,122,13,8,4,0,NOORD VOLKERAK,12-24 17:57
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.794131+00:00,2025-12-29T15:46:18.794131+01:00,244020721,SYNTHESE 2,PD4135,0,80,51.72064,4.65095,9.4,253.3,252,0,0,75,11,9,3,1.7,ZWIJNDRECHT BE,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.794629+00:00,2025-12-29T15:46:18.794629+01:00,205342890,BLAUWE REIGER,OT3428,0,0,51.0517,4.36319,0,0,511,128,0,27,0,3,3,0.1,WILLEBROEK,06-19 11:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.795125+00:00,2025-12-29T15:46:18.795125+01:00,244100345,C'EST LA VIE YE7,PB9106,0,30,51.4652,4.15555,0,360,511,128,0,10,6,3,3,0,YERSEKE,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.795619+00:00,2025-12-29T15:46:18.795619+01:00,244138490,PRINSES AMALIA,PF9253,0,69,51.90767,4.48116,0,360,511,128,5,25,20,5,5,1.5,R0TTERDAM,12-17 21:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.796109+00:00,2025-12-29T15:46:18.796109+01:00,244690099,ELJA,PD5289,0,79,51.55344,4.23495,7.1,166.5,511,128,0,110,0,11,1,1,HALSTEREN,12-29 15:55
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.796612+00:00,2025-12-29T15:46:18.796612+01:00,244845797,PER SEMPRE,PC2223,0,37,52.19142,4.50105,0.1,14.2,511,128,15,12,8,3,3,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.797156+00:00,2025-12-29T15:46:18.797156+01:00,244000004,UNSA,PA2202,0,36,53.29701,5.08972,0.1,360,511,128,15,5,3,2,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.797724+00:00,2025-12-29T15:46:18.797724+01:00,205433390,AQUALITY,OT4333,0,79,51.82232,4.98266,10.2,282,283,0,0,168,15,2,10,2.4,HARTELHAVEN,12-25 13:45
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.798313+00:00,2025-12-29T15:46:18.798313+01:00,244830654,TENDER 17,PA5546,0,60,51.89642,4.48565,0,241.1,511,128,15,0,0,0,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.798860+00:00,2025-12-29T15:46:18.798860+01:00,205424190,OSTIA,OT4241,0,79,51.23602,4.51035,0,360,511,128,5,12,98,7,4,0,ANTWERPEN  KESSELSE,12-31 11:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.799387+00:00,2025-12-29T15:46:18.799387+01:00,244740625,RVE 57,PC9619,0,99,51.91662,4.20741,0.1,194,511,128,0,4,6,1,2,1,,11-22 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.799942+00:00,2025-12-29T15:46:18.799942+01:00,245884000,CORMORANT,PCHJ,7328073,99,51.32424,3.81859,0,223.7,152,0,0,25,29,11,13,2.4,NLTNZ,12-06 11:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.800447+00:00,2025-12-29T15:46:18.800447+01:00,244740408,ISANDRA,PH9471,0,79,51.56369,6.68703,5.9,180,185,127,2,60,10,4,4,0.1,NEUSS,12-29 20:42
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.801079+00:00,2025-12-29T15:46:18.801079+01:00,244780355,HORATIO NELSON,PF3031,0,69,52.36634,4.88885,4.2,311.7,511,128,0,19,0,0,5,0,AMSTERDAM,01-01 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.801589+00:00,2025-12-29T15:46:18.801589+01:00,253000077,OPAAL,LX2047,0,80,51.26156,4.3688,0,360,511,128,5,76,10,7,5,3.9,GENT,12-16 05:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.802090+00:00,2025-12-29T15:46:18.802090+01:00,244051000,SIRIUS,PE4661,0,52,50.98047,6.97156,0,360,511,128,5,11,13,7,0,2.5,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.802593+00:00,2025-12-29T15:46:18.802593+01:00,227302000,PRINS BERNHARD,FKHH,8224406,30,52.45816,4.58431,0,113.1,119,0,5,64,24,7,7,6.2,IJMUIDEN,12-17 07:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.803081+00:00,2025-12-29T15:46:18.803081+01:00,205369010,     NJOY2,OR3690,0,37,51.23316,4.41548,0,0,511,128,15,11,0,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.803568+00:00,2025-12-29T15:46:18.803568+01:00,311289000,GREEN HONDURAS,C6WH8,8912132,70,52.46568,4.64717,0,91.9,260,0,5,101,30,6,14,6.6,NLAMS,12-23 15:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:18.804065+00:00,2025-12-29T15:46:18.804065+01:00,218000710,BELLOTTO,DF9869,0,80,51.89101,5.71483,9.6,304.6,303,0,0,100,10,7,5,2.6,ROTTERDAM,12-30 01:00
